    -0.1     0.0    0.0 0.0
     0.0   500.0    0.0 0.14
   500.0  1000.0   70.0 0.15
  1000.0  1500.0  145.0 0.16
  1500.0  2000.0  225.0 0.17
  2000.0  4000.0  310.0 0.19
  4000.0  6000.0  690.0 0.21
  6000.0  8000.0 1110.0 0.24
  8000.0 10000.0 1590.0 0.25
